"Sr.No","Device No","Device Type","String Id","Date Time","Set value of current(Amps)","Current R","Current Y","Current B","Voltage R","Voltage Y","Voltage B","PF R","PF Y","PF B","KW R","KW Y","KW B","KWH","KVA R","KVA Y","KVA B","KVAH","Current Usage(Hrs)","Emergency Status","Mode","Door Status","Voltage Status","Load Status","MCB Status","Lamp Status","Lamp On Time","Lamp Off Time","I/P","Battery Mode On Time","Battery Mode Off Time"
"#{rowIndex+1}","DIM 00012","Single Phase","003","2017-03-27 13:12:17.0","","0.0","","","233.89","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","002","2017-03-27 13:12:10.0","","0.0","","","234.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","001","2017-03-27 13:12:02.0","","0.0","","","234.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","414","2017-03-27 13:03:03.0","","0.0","","","236.23","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","413","2017-03-27 13:02:56.0","","0.0","","","235.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","412","2017-03-27 13:02:48.0","","0.0","","","233.89","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","411","2017-03-27 13:02:41.0","","0.0","","","233.89","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","410","2017-03-27 13:02:34.0","","0.0","","","232.64","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","409","2017-03-27 13:02:27.0","","0.0","","","232.7","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","408","2017-03-27 13:02:20.0","","0.0","","","231.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","407","2017-03-27 13:02:13.0","","0.0","","","234.97","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","406","2017-03-27 13:02:05.0","","0.0","","","235.47","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","405","2017-03-27 13:01:58.0","","0.0","","","235.35","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","404","2017-03-27 13:01:51.0","","0.0","","","235.73","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","403","2017-03-27 13:01:44.0","","0.0","","","234.13","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","402","2017-03-27 13:01:37.0","","0.0","","","233.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","DOOR OPEN","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","401","2017-03-27 13:01:30.0","","0.0","","","233.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","400","2017-03-27 13:01:22.0","","0.0","","","234.3","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","399","2017-03-27 13:01:15.0","","0.0","","","234.54","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","398","2017-03-27 13:01:08.0","","0.0","","","237.43","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","397","2017-03-27 13:01:01.0","","0.0","","","237.2","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","396","2017-03-27 13:00:54.0","","0.0","","","239.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","395","2017-03-27 13:00:47.0","","0.0","","","236.76","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","394","2017-03-27 13:00:39.0","","0.0","","","235.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","393","2017-03-27 13:00:32.0","","0.0","","","234.65","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","392","2017-03-27 13:00:25.0","","0.0","","","234.8","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","391","2017-03-27 13:00:18.0","","0.0","","","234.04","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","390","2017-03-27 13:00:11.0","","0.0","","","235.91","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","389","2017-03-27 13:00:04.0","","0.0","","","233.98","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","388","2017-03-27 12:59:55.0","","0.0","","","234.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","387","2017-03-27 12:59:48.0","","0.0","","","233.98","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","386","2017-03-27 12:59:41.0","","0.0","","","231.29","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","385","2017-03-27 12:59:34.0","","0.0","","","230.68","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","384","2017-03-27 12:59:27.0","","0.0","","","234.07","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","383","2017-03-27 12:59:20.0","","0.0","","","234.01","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","382","2017-03-27 12:59:12.0","","0.0","","","233.46","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","381","2017-03-27 12:59:05.0","","0.0","","","232.2","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","380","2017-03-27 12:58:58.0","","0.0","","","233.63","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","379","2017-03-27 12:58:51.0","","0.0","","","232.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","378","2017-03-27 12:58:44.0","","0.0","","","232.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","377","2017-03-27 12:58:37.0","","0.0","","","233.22","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","376","2017-03-27 12:58:29.0","","0.0","","","233.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","375","2017-03-27 12:58:22.0","","0.0","","","232.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","374","2017-03-27 12:58:15.0","","0.0","","","233.89","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","373","2017-03-27 12:58:08.0","","0.0","","","232.93","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","372","2017-03-27 12:58:01.0","","0.0","","","233.69","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","371","2017-03-27 12:57:54.0","","0.0","","","232.61","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","370","2017-03-27 12:57:46.0","","0.0","","","230.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","369","2017-03-27 12:57:39.0","","0.0","","","227.49","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","368","2017-03-27 12:57:32.0","","0.0","","","230.82","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","367","2017-03-27 12:57:25.0","","0.0","","","232.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","366","2017-03-27 12:57:18.0","","0.0","","","232.99","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","365","2017-03-27 12:57:11.0","","0.0","","","232.08","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","364","2017-03-27 12:57:03.0","","0.0","","","234.27","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","363","2017-03-27 12:56:56.0","","0.0","","","231.06","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","362","2017-03-27 12:56:49.0","","0.0","","","233.22","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","361","2017-03-27 12:56:42.0","","0.0","","","231.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","360","2017-03-27 12:56:35.0","","0.0","","","232.29","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","359","2017-03-27 12:56:28.0","","0.0","","","229.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","358","2017-03-27 12:56:20.0","","0.0","","","228.31","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","357","2017-03-27 12:56:13.0","","0.0","","","232.26","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","356","2017-03-27 12:56:06.0","","0.0","","","231.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","355","2017-03-27 12:55:59.0","","0.0","","","231.41","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","354","2017-03-27 12:55:52.0","","0.0","","","230.97","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","353","2017-03-27 12:55:45.0","","0.0","","","231.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","352","2017-03-27 12:55:37.0","","0.0","","","230.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","351","2017-03-27 12:55:30.0","","0.0","","","231.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","350","2017-03-27 12:55:23.0","","0.0","","","231.53","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","349","2017-03-27 12:55:16.0","","0.0","","","231.41","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","348","2017-03-27 12:55:09.0","","0.0","","","229.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","347","2017-03-27 12:55:02.0","","0.0","","","230.33","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","346","2017-03-27 12:54:54.0","","0.0","","","230.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","345","2017-03-27 12:54:47.0","","0.0","","","229.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","344","2017-03-27 12:54:40.0","","0.0","","","229.1","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","343","2017-03-27 12:54:33.0","","0.0","","","230.09","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","342","2017-03-27 12:54:26.0","","0.0","","","231.85","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","341","2017-03-27 12:54:19.0","","0.0","","","232.64","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","340","2017-03-27 12:54:11.0","","0.0","","","229.95","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","339","2017-03-27 12:54:04.0","","0.0","","","231.47","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","338","2017-03-27 12:53:57.0","","0.0","","","228.14","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","337","2017-03-27 12:53:50.0","","0.0","","","227.29","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","336","2017-03-27 12:53:43.0","","0.0","","","229.6","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","335","2017-03-27 12:53:36.0","","0.0","","","228.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","334","2017-03-27 12:53:28.0","","0.0","","","226.91","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","333","2017-03-27 12:53:21.0","","0.0","","","228.05","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","332","2017-03-27 12:53:14.0","","0.0","","","225.21","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","331","2017-03-27 12:53:07.0","","0.0","","","225.91","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","330","2017-03-27 12:53:00.0","","0.0","","","223.6","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","329","2017-03-27 12:52:53.0","","0.0","","","225.71","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","328","2017-03-27 12:52:45.0","","0.0","","","225.01","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","327","2017-03-27 12:52:38.0","","0.0","","","225.88","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","326","2017-03-27 12:52:31.0","","0.0","","","226.12","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","325","2017-03-27 12:52:24.0","","0.0","","","225.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","324","2017-03-27 12:52:17.0","","0.0","","","222.7","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","323","2017-03-27 12:52:10.0","","0.0","","","226.88","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","322","2017-03-27 12:52:02.0","","0.0","","","226.12","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","321","2017-03-27 12:51:55.0","","0.0","","","225.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","320","2017-03-27 12:51:48.0","","0.0","","","226.73","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","319","2017-03-27 12:51:41.0","","0.0","","","222.35","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","318","2017-03-27 12:51:34.0","","0.0","","","223.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","317","2017-03-27 12:51:27.0","","0.0","","","227.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","316","2017-03-27 12:51:19.0","","0.0","","","230.85","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","315","2017-03-27 12:51:12.0","","0.0","","","229.33","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","314","2017-03-27 12:51:05.0","","0.0","","","230.53","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","313","2017-03-27 12:50:58.0","","0.0","","","228.22","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","312","2017-03-27 12:50:51.0","","0.0","","","227.58","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","311","2017-03-27 12:50:44.0","","0.0","","","223.34","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","310","2017-03-27 12:50:36.0","","0.0","","","225.15","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","309","2017-03-27 12:50:29.0","","0.0","","","229.25","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","308","2017-03-27 12:50:22.0","","0.0","","","228.49","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","307","2017-03-27 12:50:15.0","","0.0","","","229.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","306","2017-03-27 12:50:08.0","","0.0","","","229.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","305","2017-03-27 12:50:01.0","","0.0","","","229.3","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","304","2017-03-27 12:49:53.0","","0.0","","","225.77","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","303","2017-03-27 12:49:46.0","","0.0","","","225.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","302","2017-03-27 12:49:39.0","","0.0","","","221.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","301","2017-03-27 12:49:32.0","","0.0","","","221.03","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","300","2017-03-27 12:49:25.0","","0.0","","","223.69","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","299","2017-03-27 12:49:18.0","","0.0","","","223.25","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","298","2017-03-27 12:49:10.0","","0.0","","","223.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","297","2017-03-27 12:49:03.0","","0.0","","","221.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","296","2017-03-27 12:48:56.0","","0.0","","","221.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","295","2017-03-27 12:48:49.0","","0.0","","","224.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","294","2017-03-27 12:48:42.0","","0.0","","","224.13","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","293","2017-03-27 12:48:35.0","","0.0","","","226.64","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","292","2017-03-27 12:48:26.0","","0.0","","","226.09","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","291","2017-03-27 12:48:19.0","","0.0","","","227.55","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","290","2017-03-27 12:48:12.0","","0.0","","","227.29","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","289","2017-03-27 12:48:05.0","","0.0","","","228.31","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","288","2017-03-27 12:47:58.0","","0.0","","","227.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","287","2017-03-27 12:47:51.0","","0.0","","","226.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","286","2017-03-27 12:47:43.0","","0.0","","","226.88","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
