"Sr.No","Device No","Device Type","String Id","Date Time","Set value of current(Amps)","Current R","Current Y","Current B","Voltage R","Voltage Y","Voltage B","PF R","PF Y","PF B","KW R","KW Y","KW B","KWH","KVA R","KVA Y","KVA B","KVAH","Current Usage(Hrs)","Emergency Status","Mode","Door Status","Voltage Status","Load Status","MCB Status","Lamp Status","Lamp On Time","Lamp Off Time","I/P","Battery Mode On Time","Battery Mode Off Time"
"#{rowIndex+1}","DIM 00012","Single Phase","021","2017-03-27 12:15:57.0","","0.0","","","233.69","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","020","2017-03-27 12:15:50.0","","0.0","","","231.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","019","2017-03-27 12:15:43.0","","0.0","","","231.91","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","018","2017-03-27 12:15:36.0","","0.0","","","233.22","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","017","2017-03-27 12:15:29.0","","0.0","","","232.87","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","016","2017-03-27 12:15:21.0","","0.0","","","233.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","015","2017-03-27 12:15:14.0","","0.0","","","230.33","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","014","2017-03-27 12:15:07.0","","0.0","","","231.41","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","013","2017-03-27 12:15:00.0","","0.0","","","230.39","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","012","2017-03-27 12:14:53.0","","0.0","","","219.1","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","011","2017-03-27 12:14:46.0","","0.0","","","220.1","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","010","2017-03-27 12:14:38.0","","0.0","","","219.16","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","009","2017-03-27 12:14:31.0","","0.0","","","220.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","008","2017-03-27 12:14:24.0","","0.0","","","219.16","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","007","2017-03-27 12:14:17.0","","0.0","","","214.51","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","006","2017-03-27 12:14:10.0","","0.0","","","213.23","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","005","2017-03-27 12:14:03.0","","0.0","","","215.71","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","004","2017-03-27 12:13:55.0","","0.0","","","213.55","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","003","2017-03-27 12:13:48.0","","0.0","","","211.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","002","2017-03-27 12:13:41.0","","0.0","","","213.08","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","001","2017-03-27 12:13:34.0","","0.0","","","214.13","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","003","2017-03-27 12:03:12.0","","0.0","","","228.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","002","2017-03-27 12:01:35.0","","0.0","","","233.37","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","001","2017-03-27 12:00:26.0","","0.0","","","216.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
